Career Level,Experience Level,Country,Industry,Last login date,total_friend_count,profile_avatar_created,Level,Role,App
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,18,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,20,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,20,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,18,Y,YES! Member,Subscriber,N/A
Training/Initiative Provider,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,17/09/2023,24,Y,YES! Member,Subscriber,iOS
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,24,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,22,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,20,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,16,,YES! Member,Subscriber,Android
Entrepreneur,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,20,Y,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,20,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,20,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,16,Y,YES! Member,Subscriber,N/A
Senior Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,18,,YES! Member,Subscriber,N/A
Senior Industry Professional,5-10 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,18,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,24,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,24,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,22,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,18,Y,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/09/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,16,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,24,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,22,Y,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,20,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,20/09/2023,18,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,24,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,22,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,20,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,18,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,16,Y,YES! Member,Subscriber,Android
Training/Initiative Provider,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/09/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,27/09/2023,28,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,20,Y,YES! Member,Subscriber,Android
Senior Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,22,,YES! Member,Subscriber,N/A
Student,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,20,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,18,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,18,,YES! Member,Subscriber,N/A
Training/Initiative Provider,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/09/2023,16,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,22,,YES! Member,Subscriber,Android
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,20,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,18,,YES! Member,Subscriber,N/A
Senior Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,24,,YES! Member,Subscriber,iOS
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,18,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/10/2023,16,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,20,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,18,Y,YES! Member,Subscriber,N/A
Educator,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,20,,YES! Member,Subscriber,N/A
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,16,,YES! Member,Subscriber,Android
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,24,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,22,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/10/2023,18,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,24,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,22,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,16,,YES! Member,Subscriber,Android
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,20,,YES! Member,Subscriber,N/A
Senior Industry Professional,5-10 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,20,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,18,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,03/10/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,22,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,20,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,18,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,18,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/10/2023,16,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,08/10/2023,28,Y,YES! Member,Subscriber,N/A
Educator,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,18,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,24,,YES! Member,Subscriber,iOS
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,22,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,20,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,18,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,16/10/2023,16,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,22,Y,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,18,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,16,Y,YES! Member,Subscriber,iOS
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,20,Y,YES! Member,Subscriber,N/A
Senior Industry Professional,5-10 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,18/10/2023,18,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,19/10/2023,28,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,22,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,22,Y,YES! Member,Subscriber,Android
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,20,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,18,,YES! Member,Subscriber,N/A
Student,0-2 Years,egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,22/10/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,18,Y,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,46,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,28,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,24,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,22,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,22,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,20,Y,YES! Member,Subscriber,iOS
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,30/10/2023,18,,YES! Member,Subscriber,N/A
Educator,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/11/2023,28,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,10/11/2023,46,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,21/11/2023,28,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,21/11/2023,46,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,20,Y,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,18,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,18,Y,YES! Member,Subscriber,iOS
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,18,Y,YES! Member,Subscriber,N/A
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,22,Y,YES! Member,Subscriber,N/A
Entrepreneur,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,18,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,22,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,24,,YES! Member,Subscriber,N/A
Student,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,24,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,22,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,22,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,20,,YES! Member,Subscriber,N/A
Training/Initiative Provider,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/11/2023,20,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,24,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,22,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,20,Y,YES! Member,Subscriber,Android
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,20,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,18,Y,YES! Member,Subscriber,N/A
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,22,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,22,,YES! Member,Subscriber,iOS
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,22,Y,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,18,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,18,,YES! Member,Subscriber,Android
Training/Initiative Provider,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,29/11/2023,18,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/12/2023,46,Y,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/12/2023,28,Y,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,46,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,22,Y,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,22,Y,YES! Member,Subscriber,Android
Educator,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,20,,YES! Member,Subscriber,N/A
Educator,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,18,,YES! Member,Subscriber,N/A
Senior Industry Professional,5-10 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,28,,YES! Member,Subscriber,Android
Senior Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,24,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,13/12/2023,18,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/12/2023,46,Y,YES! Member,Subscriber,N/A
Educator,5-10 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,24/12/2023,28,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,22,Y,YES! Member,Subscriber,N/A
Educator,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,18,Y,YES! Member,Subscriber,Android
Senior Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,22,Y,YES! Member,Subscriber,N/A
Senior Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,20,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,24,,YES! Member,Subscriber,N/A
Student,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,20,,YES! Member,Subscriber,iOS
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,01/01/2024,18,,YES! Member,Subscriber,N/A
Early Career Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,22,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,20,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,20,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,18,,YES! Member,Subscriber,N/A
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,18,,YES! Member,Subscriber,Android
Mid-Level Industry Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,24,,YES! Member,Subscriber,N/A
Mid-Level Industry Professional,10 Years+,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,02/01/2024,22,,YES! Member,Subscriber,iOS
Educator,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,04/01/2024,46,,YES! Member,Subscriber,N/A
Student,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,04/01/2024,28,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,22,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,20,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,20,,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,18,,YES! Member,Subscriber,N/A
Entrepreneur,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,18,,YES! Member,Subscriber,Android
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,24,,YES! Member,Subscriber,N/A
Student,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/01/2024,22,,YES! Member,Subscriber,N/A
Early Career Professional,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,28,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,15/01/2024,46,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,26/01/2024,46,,YES! Member,Subscriber,N/A
Student,Graduate/No Experience,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,26/01/2024,28,Y,YES! Member,Subscriber,N/A
Early Career Professional,0-2 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/02/2024,46,,YES! Member,Subscriber,Android
Early Career Professional,2-5 Years,Egypt,UNIVERSITIES / ASSOCIATIONS / NGO / RESEARCH,06/02/2024,26,,YES! Member,Subscriber,N/A
